,TrueHost,Method_Counting_parasites,Total_Fish_Examined,Latitude_decimaldegrees,Longitude_decimaldegrees,Standard_Year,Standard_LengthCalc,Portion_of_Body,ID,Wild_Farmed,Standard_Abundance,V2,Standard_StandardDev,FAO
396,Pseudopercis semifasciata,Microscopy,30,-38.39166667,-58.11666667,2007,71.2,Viscera,530_Search_1,Wild,0.66,0.176400305,0.420000363,41
397,Anguilla anguilla,Microscopy,20,64.151988,-21.832086,2001,53.5,Viscera,569_Search_1,Wild,0.05,9.50E-09,9.75E-05,27
398,Merluccius hubbsi,Digestion,42,-41.54166667,-64.375,1997,67.5,Fillet,579_Search_1,Wild,1.2,2.89,1.7,41
399,Illex coindetii,Microscopy,84,44.95,15.41666667,2008,10.11,Whole,603_Search_1,Wild,0.13,0.107142857,0.327326835,37
400,Illex coindetii,Microscopy,109,44.95,15.41666667,2007,11.31,Whole,603_Search_1,Wild,0.41,1.134943773,1.065337399,37
401,Illex coindetii,Microscopy,60,44.95,15.41666667,2008,11.78,Whole,603_Search_1,Wild,1.37,6.198979592,2.489775008,37
402,Illex coindetii,Microscopy,122,44.95,15.41666667,2008,13.12,Whole,603_Search_1,Wild,0.54,2.146813828,1.465200951,37
403,Illex coindetii,Microscopy,64,44.95,15.41666667,2008,13.14,Whole,603_Search_1,Wild,1.39,11.47688463,3.387755102,37
404,Gadus morhua,Candling,132,55.64826,-56.332638,1985.5,44.14977273,Fillet,629_Search_1,Wild,0.11,0.13,0.360555128,21
405,Gadus morhua,Candling,882,49.253563,-55.37868,1986,46.08272108,Fillet,629_Search_1,Wild,0.43,0.59,0.768114575,21
406,Gadus morhua,Candling,919,52.842464,-51.320934,1986,46.42726877,Fillet,629_Search_1,Wild,0.24,0.37,0.608276253,21
407,Gadus morhua,Candling,1216,51.22074,-52.204952,1986,47.62575247,Fillet,629_Search_1,Wild,0.42,0.83,0.911043358,21
408,Gadus morhua,Candling,442,54.080753,-53.401653,1985.5,47.78816742,Fillet,629_Search_1,Wild,0.17,0.28,0.529150262,21
409,Gadus morhua,Candling,484,48.498215,-53.326218,1986,48.18154959,Fillet,629_Search_1,Wild,0.31,0.39,0.6244998,21
410,Gadus morhua,Candling,552,47.491146,-50.658073,1986,49.45171196,Fillet,629_Search_1,Wild,0.69,1.38,1.174734012,21
411,Gadus morhua,Candling,660,46.997158,-59.081272,1986.5,49.96981818,Fillet,629_Search_1,Wild,1.74,3.94,1.984943324,21
412,Gadus morhua,Candling,1645,49.018867,-52.41534,1986,50.66673557,Fillet,629_Search_1,Wild,0.75,1.41,1.187434209,21
413,Gadus morhua,Candling,1367,50.235203,-51.796345,1985.5,50.83989392,Fillet,629_Search_1,Wild,0.63,1.28,1.13137085,21
414,Gadus morhua,Candling,234,46.26095,-56.852695,1986,51.57551282,Fillet,629_Search_1,Wild,0.4,0.67,0.818535277,21
415,Gadus morhua,Candling,899,46.955452,-55.941425,1986.5,51.92357619,Fillet,629_Search_1,Wild,1.13,2.46,1.568438714,21
416,Gadus morhua,Candling,88,46.590565,-58.1138,1987,51.94090909,Fillet,629_Search_1,Wild,0.4,0.79,0.888819442,21
417,Gadus morhua,Candling,273,46.837917,-54.269012,1986,53.38395604,Fillet,629_Search_1,Wild,0.67,1.34,1.15758369,21
418,Gadus morhua,Candling,399,45.004173,-55.623035,1986.5,54.40327068,Fillet,629_Search_1,Wild,1.05,1.88,1.37113092,21
419,Gadus morhua,Candling,585,45.44765,-54.800365,1986.5,54.94876923,Fillet,629_Search_1,Wild,0.78,1.48,1.216552506,21
420,Gadus morhua,Candling,304,46.08363,-53.302322,1986.5,55.16881579,Fillet,629_Search_1,Wild,0.66,1.37,1.170469991,21
421,Gadus morhua,Candling,282,45.700428,-56.50182,1986.5,56.44925532,Fillet,629_Search_1,Wild,0.7,1.62,1.272792206,21
422,Gadus morhua,Candling,251,43.997166,-53.01358,1986,56.64472112,Fillet,629_Search_1,Wild,0.61,1.18,1.086278049,21
423,Gadus morhua,Candling,250,45.114334,-49.75374,1985.5,65.90742,Fillet,629_Search_1,Wild,0.36,0.55,0.741619849,21
424,Gadus morhua,Candling,343,45.1164,-51.86659,1986,66.46316327,Fillet,629_Search_1,Wild,0.6,1.2,1.095445115,21
425,Eleutheronema tetradactylum,Microscopy,19,-13.82963,144.03839,2005.5,34.65,Whole,645_Search_1,Wild,1.3,4.75,2.179449472,71
426,Eleutheronema tetradactylum,Microscopy,53,-19.376297,147.6611,2005.5,42.35,Whole,645_Search_1,Wild,1,4.77,2.184032967,71
427,Eleutheronema tetradactylum,Microscopy,25,-16.413334,146.00166,2005.5,47.15,Whole,645_Search_1,Wild,13.9,1024,32,71
428,Eleutheronema tetradactylum,Microscopy,52,-18.783703,146.6561,2005.5,48.25,Whole,645_Search_1,Wild,0.1,0.52,0.721110255,71
429,Maurolicus muelleri,Microscopy,100,52.96666667,-34.86666667,2004,3.8636,Viscera,650_Search_1,Wild,0.19,0.006368194,0.079800964,27
430,Maurolicus muelleri,Microscopy,100,57.7,6.883333333,2001,4.2351,Viscera,650_Search_1,Wild,0.312,0.021433268,0.146401053,27
431,Clupea harengus,Microscopy,15,69.96312,15.360217,1993,4.9382882,Whole,657_Search_1,Wild,0.07,9.77E-09,9.88E-05,27
432,Clupea harengus,Microscopy,46,68.113495,13.44213,1993,16.0068652,Whole,657_Search_1,Wild,1.998,2.452357564,1.566000499,27
433,Clupea harengus,Microscopy,34,67.91235,16.29477,1994,21.0302963,Whole,657_Search_1,Wild,2.108,1.849600711,1.360000261,27
434,Clupea harengus,Microscopy,30,70.30049,15.349547,1993,21.9668682,Whole,657_Search_1,Wild,4.98,15.21780252,3.901000195,27
435,Clupea harengus,Microscopy,31,69.014786,9.460463,1993,24.8617268,Whole,657_Search_1,Wild,9.6,64,8,27
436,Clupea harengus,Microscopy,30,66.78941,-0.5101967,1995,24.9468697,Whole,657_Search_1,Wild,8.91,182.2500026,13.5000001,27
437,Clupea harengus,Microscopy,34,68.125916,16.050825,1994,28.4377286,Whole,657_Search_1,Wild,17.266,159.0121031,12.61000012,27
438,Oncorhynchus keta,Candling and Microscopy,120,38.108413,128.648324,2008,54.52044204,Whole,677_Search_1,Wild,69.65,2360.0164,48.58,61
439,Merluccius merluccius,Digestion,65,39.75,14.7,2012.5,30.54026,Whole,714_Search_1,Wild,2.37,9.61,3.1,37
440,Merluccius merluccius,Digestion,65,42.1,-9.466666667,2012.5,33.07265,Whole,714_Search_1,Wild,43.17,2346.061,48.43615385,27
441,Macrourus berglax,Microscopy,35,60.786062,-34.250542,2003,35.25,Viscera,726_Search_1,Wild,1.9548,1.993012431,1.411740922,27
442,Macrourus berglax,Microscopy,35,60.786062,-34.250542,2001,42.4,Viscera,726_Search_1,Wild,1.6354,1.662145332,1.289242154,27
443,Macrourus berglax,Microscopy,35,60.786062,-34.250542,2002,49.4,Viscera,726_Search_1,Wild,1.3299,1.34758634,1.160855865,27
444,Sebastes capensis,Microscopy,180,-30,-71,1993.5,22.984,Viscera,737_Search_1,Wild,0.8,66.0969,8.13,87
445,Rexea solandri,Microscopy,50,-41.61666667,148.6166667,1985,47.05,Viscera,744_Search_1,Wild,0.32,0.4804,0.693108938,57
446,Rexea solandri,Microscopy,139,-33.45,128.9583333,1984,51.755,Viscera,744_Search_1,Wild,2.7,192.1361,13.86131668,57
447,Rexea solandri,Microscopy,29,-36.06666667,135.7666667,1984,52.696,Viscera,744_Search_1,Wild,0.35,1.4132,1.188780888,57
448,Rexea solandri,Microscopy,59,-42.68333333,148.4166667,1985,53.637,Viscera,744_Search_1,Wild,0.47,1.0225,1.011187421,57
449,Rexea solandri,Microscopy,94,-43.58333333,147.95,1985,54.578,Viscera,744_Search_1,Wild,0.35,0.8177,0.904267659,57
450,Rexea solandri,Microscopy,44,-33.53333333,127.15,1985,55.519,Viscera,744_Search_1,Wild,3.72,81.9433,9.052253863,57
451,Rexea solandri,Microscopy,50,-43.63333333,147.8333333,1984,56.46,Viscera,744_Search_1,Wild,0.66,2.7857,1.669041641,57
452,Rexea solandri,Microscopy,44,-43.58333333,147.95,1986,59.283,Viscera,744_Search_1,Wild,1.41,3.9969,1.99922485,57
453,Rexea solandri,Microscopy,71,-37.525,139.8583333,1984,64.929,Viscera,744_Search_1,Wild,2,31.301,5.594729663,57
454,Rexea solandri,Microscopy,63,-34.431104,150.907335,1987,64.929,Viscera,744_Search_1,Wild,9.36,2917.945,54.01800626,81
455,Rexea solandri,Microscopy,56,-34.431104,150.907335,1987,65.87,Viscera,744_Search_1,Wild,2.62,13.2437,3.63918947,81
456,Rexea solandri,Microscopy,35,-33.928338,151.320271,1984,69.634,Viscera,744_Search_1,Wild,8.46,188.0425,13.71285893,81
457,Rexea solandri,Microscopy,29,-34.431104,150.907335,1985,69.634,Viscera,744_Search_1,Wild,21.73,2963.1233,54.43457816,81
458,Xiphias gladius,Microscopy,46,37.033493,-26.83867,2003,103.3904328,Viscera,763_Search_1,Wild,0.997,0.329210327,0.573768531,27
459,Xiphias gladius,Microscopy,42,39.027664,-40.056393,2006,123.9328618,Viscera,763_Search_1,Wild,2.651,0.811752054,0.900972838,27
460,Xiphias gladius,Microscopy,45,14.196716,-23.431936,2007,125.7739285,Viscera,763_Search_1,Wild,6.168,20.99524277,4.58205661,34
461,Xiphias gladius,Microscopy,24,-6.527359,-18.217669,2007,143.8939013,Viscera,763_Search_1,Wild,1.801,3.582225853,1.892676901,47
462,Helicolenus dactylopterus,Microscopy,30,32.923426,-16.81576,2008,22.2950958,Viscera,764_Search_1,Wild,4.9,26.01,5.1,34
463,Helicolenus dactylopterus,Microscopy,30,38.453084,-27.537492,2008,22.6287674,Viscera,764_Search_1,Wild,11.7,240.25,15.5,27
464,Helicolenus dactylopterus,Microscopy,31,39.660289,-9.318378,2008,22.962439,Viscera,764_Search_1,Wild,21.2,158.76,12.6,27
465,Benthosema glaciale,Microscopy,70,46.048294,-29.624409,2004,6,Viscera,766_Search_1,Wild,0,0,0,27
466,Myctophum punctatum,Microscopy,35,51.43509,-36.698204,2004,7.6,Viscera,766_Search_1,Wild,2.8334,2.913681557,1.706950953,27
467,Scopelogadus beanii,Microscopy,35,42.313942,-30.22802,2004,10.8,Viscera,766_Search_1,Wild,0,0,0,27
468,Scopelogadus mizolepis,Microscopy,20,41.167835,-29.64089,2004,10.8,Viscera,766_Search_1,Wild,0,0,0,27
469,Lampanyctus macdonaldi,Microscopy,34,50.785797,-35.096256,2004,11.6,Viscera,766_Search_1,Wild,0,0,0,27
470,Poromitra crassiceps,Microscopy,19,42.313942,-30.22802,2004,14.2,Viscera,766_Search_1,Wild,0.053,9.54E-09,9.77E-05,27
471,Chauliodus sloani,Microscopy,34,50.730343,-30.284025,2004,17.6,Viscera,766_Search_1,Wild,0.029,9.57E-09,9.78E-05,27
472,Coryphaenoides mediterraneus,Microscopy,38,48.01666667,-32.19166667,2004,44.15,Viscera,769_Search_1,Wild,0.474,0.070458668,0.265440518,27
473,Scyliorhinus canicula,Microscopy,37,50.20833333,-4.208333333,1999,48.3,Viscera,784_Search_1,Wild,0.2,0.81,0.9,27
474,Scyliorhinus canicula,Microscopy,49,52.33333333,-4.266666667,1999,56,Viscera,784_Search_1,Wild,0.02,0.01,0.1,27
475,Scyliorhinus canicula,Microscopy,15,50.66666667,-1.05,1999,56.2,Viscera,784_Search_1,Wild,0.01,0.09,0.3,27
476,Engraulis encrasicolus,Microscopy,490,41.08333333,13.65,2012,9.2,Whole,814_Search_1,Wild,0.01,4.85E-08,0.00022025,37
477,Engraulis encrasicolus,Microscopy,500,41.98333333,11.68333333,2012,10.2,Whole,814_Search_1,Wild,0.014,6.90E-08,0.000262717,37
478,Engraulis encrasicolus,Microscopy,500,41.33333333,12.46666667,2012,10.5,Whole,814_Search_1,Wild,0.016,7.87E-08,0.000280571,37
479,Electrona carlsbergi,Microscopy,55,-60.93858333,-55.8625,2006,7.7,Viscera,826_Search_1,Wild,0.091,4.55E-08,0.000213297,48
480,Electrona antarctica,Microscopy,50,-60.82508333,-55.64566667,2006,8.5,Viscera,826_Search_1,Wild,0,0,0,48
481,Gymnoscopelus nicholsi,Microscopy,75,-61.09658333,-56.13691667,2006,14.8,Viscera,826_Search_1,Wild,0.3578,0.318809997,0.564632621,48
482,Aphanopus carbo,Microscopy,116,38.25,-9.166666667,2005.5,98.9,Whole,827_Search_1,Wild,154.15,391.7722286,19.79323694,27
483,Aphanopus carbo,Microscopy,53,38.4,-28.25,2005.5,107,Whole,827_Search_1,Wild,53.67,82.47468943,9.081557655,27
484,Aphanopus carbo,Microscopy,120,32.6,-16.9,2005.5,111,Whole,827_Search_1,Wild,253.89,898.4913307,29.97484496,34
485,Mora moro,Microscopy,16,40.795532,1.7707028,2011,29.85311978,Whole,868_Search_1,Wild,5.88,13.7194,3.703970842,37
486,Mora moro,Microscopy,14,39.9438,2.2802818,2010,31.44372851,Whole,868_Search_1,Wild,15.28,529.9204,23.02,37
487,Mora moro,Microscopy,12,39.450325,1.2947279,2011,32.76474254,Whole,868_Search_1,Wild,14.09,139.8105,11.82414902,37
488,Mora moro,Microscopy,20,40.944332,2.0781822,2010,33.91501326,Whole,868_Search_1,Wild,10,117.62,10.84527547,37
489,Sprattus sprattus,Microscopy,102,41.63333333,37.325,2012.5,10.2,Whole,869_Search_1,Wild,0,0,0,37
490,Engraulis encrasicolus,Microscopy,250,41.63333333,37.325,2012.5,11.2,Whole,869_Search_1,Wild,0,0,0,37
491,Mullus barbatus ponticus,Microscopy,112,41.63333333,37.325,2012.5,12.7,Whole,869_Search_1,Wild,0,0,0,37
492,Mullus barbatus barbatus,Microscopy,12,36.78333333,33.36666667,2012.5,13.2,Whole,869_Search_1,Wild,1.4144,1.434405274,1.197666595,37
493,Trachurus trachurus,Microscopy,198,41.63333333,37.325,2012.5,13.8,Whole,869_Search_1,Wild,0,0,0,37
494,Diplodus annularis,Microscopy,7,38.77777778,27.02222222,2012.5,14,Whole,869_Search_1,Wild,0,0,0,37
495,Merlangius merlangus,Microscopy,153,41.63333333,37.325,2012.5,14.2,Whole,869_Search_1,Wild,0,0,0,37
496,Trachurus mediterraneus,Microscopy,30,36.78333333,33.36666667,2012.5,14.5,Whole,869_Search_1,Wild,6,6.360000005,2.521904044,37
497,Sarpa salpa,Microscopy,6,38.77777778,27.02222222,2012.5,15.6,Whole,869_Search_1,Wild,0,0,0,37
498,Platichthys flesus,Microscopy,10,41.63333333,37.325,2012.5,17,Whole,869_Search_1,Wild,0,0,0,37
499,Boops boops,Microscopy,8,38.77777778,27.02222222,2012.5,18,Whole,869_Search_1,Wild,0,0,0,37
500,Mugil cephalus,Microscopy,62,41.63333333,37.325,2012.5,18.3,Whole,869_Search_1,Wild,0,0,0,37
501,Neogobius melanostomus,Microscopy,12,41.63333333,37.325,2012.5,18.9,Whole,869_Search_1,Wild,0,0,0,37
502,Spicara maena,Microscopy,23,41.63333333,37.325,2012.5,19.4,Whole,869_Search_1,Wild,0,0,0,37
503,Pagellus erythrinus,Microscopy,2,36.78333333,33.36666667,2012.5,23,Whole,869_Search_1,Wild,0,0,0,37
504,Sarda sarda,Microscopy,32,41.63333333,37.325,2012.5,25.3,Whole,869_Search_1,Wild,0,0,0,37
505,Pomatomus saltator,Microscopy,15,41.63333333,37.325,2012.5,25.6,Whole,869_Search_1,Wild,0,0,0,37
506,Alosa fallax,Microscopy,30,41.63333333,37.325,2012.5,25.8,Whole,869_Search_1,Wild,0,0,0,37
507,Mugil cephalus,Microscopy,2,36.78333333,33.36666667,2012.5,26,Whole,869_Search_1,Wild,0,0,0,37
508,Merluccius merluccius,Microscopy,10,38.77777778,27.02222222,2012.5,26.2,Whole,869_Search_1,Wild,9.6,10.52160001,3.243701591,37
509,Liza ramada,Microscopy,1,36.78333333,33.36666667,2012.5,28,Whole,869_Search_1,Wild,0,0,0,37
510,Scomber japonicus,Microscopy,10,38.77777778,27.02222222,2012.5,28.1,Whole,869_Search_1,Wild,18.4,21.78560005,4.667504692,37
511,Micromesistius poutassou,Microscopy,8,38.77777778,27.02222222,2012.5,29.4,Whole,869_Search_1,Wild,14.25,16.28062503,4.034925654,37
512,Scomber scombrus,Microscopy,8,38.77777778,27.02222222,2012.5,30.3,Whole,869_Search_1,Wild,20.2,24.28040006,4.927514593,37
513,Zeus faber,Microscopy,1,38.77777778,27.02222222,2012.5,31,Whole,869_Search_1,Wild,13,0,0,37
514,Sphyraena sphyraena,Microscopy,2,36.78333333,33.36666667,2012.5,33,Whole,869_Search_1,Wild,0,0,0,37
515,Belone belone,Microscopy,20,41.63333333,37.325,2012.5,33.2,Whole,869_Search_1,Wild,0,0,0,37
516,Umbrina cirrosa,Microscopy,1,36.78333333,33.36666667,2012.5,42,Whole,869_Search_1,Wild,0,0,0,37
517,Scophthalmus maximus,Microscopy,2,41.63333333,37.325,2012.5,48,Whole,869_Search_1,Wild,0,0,0,37
518,Eutrigla gurnardus,UV,24,55.25,-0.5,2011,22.6270116,Whole,872_Search_1,Wild,92.2,7638.76,87.4,27
519,Eutrigla gurnardus,UV,39,56.75,5.5,2011,24.0640484,Whole,872_Search_1,Wild,14.3,94.09,9.7,27
520,Eutrigla gurnardus,UV,24,58.75,2.5,2011,24.5131224,Whole,872_Search_1,Wild,20,136.89,11.7,27
521,Eutrigla gurnardus,UV,74,60.41666667,2.5,2011,26.489048,Whole,872_Search_1,Wild,14.8,295.84,17.2,27
522,Eutrigla gurnardus,UV,21,57.75,-0.5,2011,26.5788628,Whole,872_Search_1,Wild,35,571.21,23.9,27
523,Eutrigla gurnardus,UV,6,54.41666667,7.5,2011,27.83627,Whole,872_Search_1,Wild,5.7,16,4,27
524,Cynoscion guatucupa,Microscopy,30,-26.90777778,-48.66194444,2012,41.5,Fillet,875_Search_1,Wild,0.1,2.70E-08,0.000164317,41
525,Gadus morhua,Digestion and Microscopy,25,69.359866,19.191781,1986,39,Whole,919_Search_1,Wild,26.2144,9433.047131,97.12387519,27
526,Gadus morhua,Digestion and Microscopy,44,69.359866,19.191781,1986,39,Whole,919_Search_1,Wild,148.25,16156.8,127.1094017,27
527,Gadus morhua,Digestion and Microscopy,85,69.359866,19.191781,1986,39,Whole,919_Search_1,Wild,31.73718,1435.724337,37.89095323,27
528,Gadus morhua,Digestion and Microscopy,72,69.359866,19.191781,1987,39,Whole,919_Search_1,Wild,29.33008,1726.130469,41.54672633,27
529,Merluccius merluccius,Microscopy,139,43.170567,3.890139,2011,47.00533333,Viscera,937_Search_1,Wild,7.250669,9686.490962,98.41997237,37
530,Trachurus picturatus,Microscopy,103,32.37222222,-16.275,2005,22.1,Viscera,948_Search_1,Wild,0.9234,0.931926676,0.965363494,34
531,Gadus morhua,Microscopy,60,64.51979,9.229664,2009,32.25,Whole,961_Search_1,Wild,0.05,0.0484,0.22,27
532,Gadus morhua,Microscopy,136,52.754025,-4.849658,2009,51.15,Whole,961_Search_1,Wild,4.65,1798.6081,42.41,27
533,Gadus morhua,Microscopy,138,50.633396,-8.8251295,2009,60.25,Whole,961_Search_1,Wild,74.89,18114.4681,134.59,27
534,Gadus morhua,Microscopy,180,55.66508,19.201279,2009,60.5,Whole,961_Search_1,Wild,2.37,175.5625,13.25,27
535,Gadus morhua,Microscopy,147,56.43096,4.7569504,2009,65.9,Whole,961_Search_1,Wild,34.33,16134.0804,127.02,27
536,Gadus morhua,Microscopy,165,62.901768,-25.533262,2009,75,Whole,961_Search_1,Wild,327.29,187540.9636,433.06,27
